"","Cell","Batch","Group","ExpLibSize"
"Cell1001","Cell1001","Batch1","Group3",65438.703829933
"Cell1002","Cell1002","Batch1","Group4",60017.1645461313
"Cell1003","Cell1003","Batch1","Group5",59763.1178315225
"Cell1004","Cell1004","Batch1","Group3",56360.5367310803
"Cell1005","Cell1005","Batch1","Group1",66070.0620606863
"Cell1006","Cell1006","Batch1","Group2",53074.7234759067
"Cell1007","Cell1007","Batch1","Group2",52236.9143849643
"Cell1008","Cell1008","Batch1","Group4",63408.1351887328
"Cell1009","Cell1009","Batch1","Group4",61890.2089734559
"Cell1010","Cell1010","Batch1","Group1",50594.0476461532
"Cell1011","Cell1011","Batch1","Group5",50796.2217725842
"Cell1012","Cell1012","Batch1","Group1",44987.0448517072
"Cell1013","Cell1013","Batch1","Group4",61509.5879868246
"Cell1014","Cell1014","Batch1","Group2",67913.9551526902
"Cell1015","Cell1015","Batch1","Group1",74914.8246124136
"Cell1016","Cell1016","Batch1","Group4",72002.1764103602
"Cell1017","Cell1017","Batch1","Group1",91281.7052773758
"Cell1018","Cell1018","Batch1","Group1",70212.2961876031
"Cell1019","Cell1019","Batch1","Group3",35074.3867202381
"Cell1020","Cell1020","Batch1","Group2",57203.0217918931
"Cell1021","Cell1021","Batch1","Group3",60510.0394984954
"Cell1022","Cell1022","Batch1","Group2",61893.1185030195
"Cell1023","Cell1023","Batch1","Group1",57937.6902076695
"Cell1024","Cell1024","Batch1","Group2",93378.0529602347
"Cell1025","Cell1025","Batch1","Group1",69986.2802817791
"Cell1026","Cell1026","Batch1","Group2",71747.2479824826
"Cell1027","Cell1027","Batch1","Group5",46230.732772745
"Cell1028","Cell1028","Batch1","Group4",39513.3593072696
"Cell1029","Cell1029","Batch1","Group3",69742.0287239982
"Cell1030","Cell1030","Batch1","Group3",42035.4074854939
"Cell1031","Cell1031","Batch1","Group5",39398.9492363044
"Cell1032","Cell1032","Batch1","Group4",73731.6483927845
"Cell1033","Cell1033","Batch1","Group4",69228.981835443
"Cell1034","Cell1034","Batch1","Group3",50278.9381162415
"Cell1035","Cell1035","Batch1","Group1",52240.7479607942
"Cell1036","Cell1036","Batch1","Group5",50854.2948805453
"Cell1037","Cell1037","Batch1","Group2",85022.1193655402
"Cell1038","Cell1038","Batch1","Group3",44422.0106087147
"Cell1039","Cell1039","Batch1","Group4",58235.9040631845
"Cell1040","Cell1040","Batch1","Group1",67407.256220302
"Cell1041","Cell1041","Batch1","Group2",59473.5971688633
"Cell1042","Cell1042","Batch1","Group3",57441.2901307519
"Cell1043","Cell1043","Batch1","Group2",57632.1083050356
"Cell1044","Cell1044","Batch1","Group5",90344.9987322059
"Cell1045","Cell1045","Batch1","Group4",52562.873564228
"Cell1046","Cell1046","Batch1","Group2",52075.3976118045
"Cell1047","Cell1047","Batch1","Group4",73807.1984064326
"Cell1048","Cell1048","Batch1","Group4",59279.3245127382
"Cell1049","Cell1049","Batch1","Group3",84912.9382546148
"Cell1050","Cell1050","Batch1","Group4",64863.4089792946
"Cell1051","Cell1051","Batch1","Group1",66916.1548995818
"Cell1052","Cell1052","Batch1","Group2",90743.3311815815
"Cell1053","Cell1053","Batch1","Group4",52166.3863726723
"Cell1054","Cell1054","Batch1","Group4",78206.4381792979
"Cell1055","Cell1055","Batch1","Group1",53129.1577892346
"Cell1056","Cell1056","Batch1","Group1",59071.8972544043
"Cell1057","Cell1057","Batch1","Group2",47871.9497613101
"Cell1058","Cell1058","Batch1","Group5",63710.4658232329
"Cell1059","Cell1059","Batch1","Group4",65021.2372901809
"Cell1060","Cell1060","Batch1","Group4",44616.670016534
"Cell1061","Cell1061","Batch1","Group2",45836.1553264309
"Cell1062","Cell1062","Batch1","Group2",68183.3627289949
"Cell1063","Cell1063","Batch1","Group1",57818.8365166434
"Cell1064","Cell1064","Batch1","Group1",40190.9771434268
"Cell1065","Cell1065","Batch1","Group2",56044.8497208658
"Cell1066","Cell1066","Batch1","Group4",65033.0247268475
"Cell1067","Cell1067","Batch1","Group1",48173.4410816067
"Cell1068","Cell1068","Batch1","Group3",60453.6685681561
"Cell1069","Cell1069","Batch1","Group2",52646.680559865
"Cell1070","Cell1070","Batch1","Group1",79184.5516296557
"Cell1071","Cell1071","Batch1","Group4",62418.9963091948
"Cell1072","Cell1072","Batch1","Group3",67291.5943879837
"Cell1073","Cell1073","Batch1","Group2",109613.886444511
"Cell1074","Cell1074","Batch1","Group5",74478.6062878765
"Cell1075","Cell1075","Batch1","Group4",57197.5696240901
"Cell1076","Cell1076","Batch1","Group1",54541.9969432904
"Cell1077","Cell1077","Batch1","Group4",65118.0301416323
"Cell1078","Cell1078","Batch1","Group1",55104.0496185252
"Cell1079","Cell1079","Batch1","Group2",75637.7982625207
"Cell1080","Cell1080","Batch1","Group3",70169.8650899457
"Cell1081","Cell1081","Batch1","Group3",64610.9670112544
"Cell1082","Cell1082","Batch1","Group3",64023.8424636708
"Cell1083","Cell1083","Batch1","Group3",65650.7869972734
"Cell1084","Cell1084","Batch1","Group5",59234.1405645778
"Cell1085","Cell1085","Batch1","Group2",64167.4873911209
"Cell1086","Cell1086","Batch1","Group5",62604.4175142674
"Cell1087","Cell1087","Batch1","Group1",42362.6205214654
"Cell1088","Cell1088","Batch1","Group4",49404.5921941435
"Cell1089","Cell1089","Batch1","Group2",54949.2769866795
"Cell1090","Cell1090","Batch1","Group1",62588.0202436808
"Cell1091","Cell1091","Batch1","Group4",68635.1139686237
"Cell1092","Cell1092","Batch1","Group4",64114.9962866244
"Cell1093","Cell1093","Batch1","Group5",73235.3158151887
"Cell1094","Cell1094","Batch1","Group3",49528.4593804894
"Cell1095","Cell1095","Batch1","Group3",57243.8160627291
"Cell1096","Cell1096","Batch1","Group5",38693.719276299
"Cell1097","Cell1097","Batch1","Group5",74060.6937572886
"Cell1098","Cell1098","Batch1","Group2",52228.7474398738
"Cell1099","Cell1099","Batch1","Group4",52649.273240188
"Cell1100","Cell1100","Batch1","Group5",86460.5441892678
"Cell1101","Cell1101","Batch1","Group1",68800.2215471378
"Cell1102","Cell1102","Batch1","Group5",48277.5474315103
"Cell1103","Cell1103","Batch1","Group3",65633.4489998857
"Cell1104","Cell1104","Batch1","Group4",47668.4310812675
"Cell1105","Cell1105","Batch1","Group2",61557.6108506111
"Cell1106","Cell1106","Batch1","Group2",76607.6599903158
"Cell1107","Cell1107","Batch1","Group5",86344.6332868707
"Cell1108","Cell1108","Batch1","Group3",63811.0808048789
"Cell1109","Cell1109","Batch1","Group4",69896.4934404878
"Cell1110","Cell1110","Batch1","Group1",52789.8959476462
"Cell1111","Cell1111","Batch1","Group3",51347.8692352788
"Cell1112","Cell1112","Batch1","Group3",50888.2177501769
"Cell1113","Cell1113","Batch1","Group5",77091.8592309177
"Cell1114","Cell1114","Batch1","Group2",46021.7381093894
"Cell1115","Cell1115","Batch1","Group5",50880.7732315832
"Cell1116","Cell1116","Batch1","Group5",80177.0207849917
"Cell1117","Cell1117","Batch1","Group4",65907.0453875083
"Cell1118","Cell1118","Batch1","Group3",43589.5548315895
"Cell1119","Cell1119","Batch1","Group5",62802.3347812957
"Cell1120","Cell1120","Batch1","Group3",55200.6158593331
"Cell1121","Cell1121","Batch1","Group5",70618.8927877495
"Cell1122","Cell1122","Batch1","Group2",47430.1127726088
"Cell1123","Cell1123","Batch1","Group5",79840.4139607834
"Cell1124","Cell1124","Batch1","Group4",62618.2583984274
"Cell1125","Cell1125","Batch1","Group1",86306.0321677542
"Cell1126","Cell1126","Batch1","Group5",55576.8247065647
"Cell1127","Cell1127","Batch1","Group1",60832.1075157065
"Cell1128","Cell1128","Batch1","Group3",53085.7004834531
"Cell1129","Cell1129","Batch1","Group4",61867.405564773
"Cell1130","Cell1130","Batch1","Group3",57591.7267951999
"Cell1131","Cell1131","Batch1","Group3",56472.520708837
"Cell1132","Cell1132","Batch1","Group1",67727.0861329264
"Cell1133","Cell1133","Batch1","Group2",66983.6016409804
"Cell1134","Cell1134","Batch1","Group4",38776.8696023193
"Cell1135","Cell1135","Batch1","Group4",41816.529054403
"Cell1136","Cell1136","Batch1","Group3",67349.2312577425
"Cell1137","Cell1137","Batch1","Group2",43716.7048409543
"Cell1138","Cell1138","Batch1","Group3",73469.0551678119
"Cell1139","Cell1139","Batch1","Group5",60790.254528459
"Cell1140","Cell1140","Batch1","Group1",58554.203053535
"Cell1141","Cell1141","Batch1","Group4",42943.6021951965
"Cell1142","Cell1142","Batch1","Group2",52358.9739944816
"Cell1143","Cell1143","Batch1","Group3",70271.6630329811
"Cell1144","Cell1144","Batch1","Group1",74624.4784803934
"Cell1145","Cell1145","Batch1","Group2",46641.4080817785
"Cell1146","Cell1146","Batch1","Group5",71452.2505105473
"Cell1147","Cell1147","Batch1","Group4",74483.6927077137
"Cell1148","Cell1148","Batch1","Group3",42770.7042892425
"Cell1149","Cell1149","Batch1","Group3",55444.1303296506
"Cell1150","Cell1150","Batch1","Group1",61274.7676008227
"Cell1151","Cell1151","Batch1","Group2",56306.7800026868
"Cell1152","Cell1152","Batch1","Group1",52237.1688494573
"Cell1153","Cell1153","Batch1","Group2",65321.9535996668
"Cell1154","Cell1154","Batch1","Group5",62953.7144066333
"Cell1155","Cell1155","Batch1","Group1",94013.3759932716
"Cell1156","Cell1156","Batch1","Group1",52752.7704957454
"Cell1157","Cell1157","Batch1","Group3",61348.550588109
"Cell1158","Cell1158","Batch1","Group2",49734.7359045282
"Cell1159","Cell1159","Batch1","Group3",50255.4092780441
"Cell1160","Cell1160","Batch1","Group2",56737.8353744291
"Cell1161","Cell1161","Batch1","Group3",68636.0941074559
"Cell1162","Cell1162","Batch1","Group2",79704.9549437735
"Cell1163","Cell1163","Batch1","Group3",55521.7554384649
"Cell1164","Cell1164","Batch1","Group4",51078.4319572804
"Cell1165","Cell1165","Batch1","Group3",63074.9656144007
"Cell1166","Cell1166","Batch1","Group1",76849.7652464504
"Cell1167","Cell1167","Batch1","Group3",69966.3143831054
"Cell1168","Cell1168","Batch1","Group1",59504.4934893893
"Cell1169","Cell1169","Batch1","Group3",43409.5240622774
"Cell1170","Cell1170","Batch1","Group5",52467.9752905337
"Cell1171","Cell1171","Batch1","Group2",72071.3235427226
"Cell1172","Cell1172","Batch1","Group1",73476.2387568721
"Cell1173","Cell1173","Batch1","Group5",46938.057121345
"Cell1174","Cell1174","Batch1","Group4",62006.6716434854
"Cell1175","Cell1175","Batch1","Group4",52539.4825018173
"Cell1176","Cell1176","Batch1","Group5",89592.4885704552
"Cell1177","Cell1177","Batch1","Group2",62611.2806132378
"Cell1178","Cell1178","Batch1","Group5",46304.3850433702
"Cell1179","Cell1179","Batch1","Group5",65952.6011422235
"Cell1180","Cell1180","Batch1","Group3",54395.0691861579
"Cell1181","Cell1181","Batch1","Group2",55687.7343052871
"Cell1182","Cell1182","Batch1","Group3",63672.4171839964
"Cell1183","Cell1183","Batch1","Group3",75349.3490609401
"Cell1184","Cell1184","Batch1","Group4",49387.0261108434
"Cell1185","Cell1185","Batch1","Group3",99033.6359046832
"Cell1186","Cell1186","Batch1","Group1",72001.1888351621
"Cell1187","Cell1187","Batch1","Group2",41829.5948986836
"Cell1188","Cell1188","Batch1","Group2",43589.7763910646
"Cell1189","Cell1189","Batch1","Group5",59363.207196552
"Cell1190","Cell1190","Batch1","Group2",56841.4724188661
"Cell1191","Cell1191","Batch1","Group2",64699.2282736714
"Cell1192","Cell1192","Batch1","Group5",68101.0947108476
"Cell1193","Cell1193","Batch1","Group1",42587.0567132719
"Cell1194","Cell1194","Batch1","Group3",75285.4834314778
"Cell1195","Cell1195","Batch1","Group5",55396.2281379904
"Cell1196","Cell1196","Batch1","Group3",57554.67994173
"Cell1197","Cell1197","Batch1","Group1",100554.024318185
"Cell1198","Cell1198","Batch1","Group1",77453.2198828107
"Cell1199","Cell1199","Batch1","Group5",57023.0529192393
"Cell1200","Cell1200","Batch1","Group3",59948.6601461395
"Cell1201","Cell1201","Batch1","Group2",52450.7529898372
"Cell1202","Cell1202","Batch1","Group3",55861.8403439823
"Cell1203","Cell1203","Batch1","Group5",78272.0994576435
"Cell1204","Cell1204","Batch1","Group1",67405.6319327459
"Cell1205","Cell1205","Batch1","Group5",69132.5394917172
"Cell1206","Cell1206","Batch1","Group5",55144.7124599451
"Cell1207","Cell1207","Batch1","Group1",75553.371140452
"Cell1208","Cell1208","Batch1","Group5",71711.4779398813
"Cell1209","Cell1209","Batch1","Group1",62475.1083911177
"Cell1210","Cell1210","Batch1","Group4",56800.9361547841
"Cell1211","Cell1211","Batch1","Group5",50698.8968475876
"Cell1212","Cell1212","Batch1","Group2",47186.7013683267
"Cell1213","Cell1213","Batch1","Group5",45730.4827896923
"Cell1214","Cell1214","Batch1","Group2",52974.3917827175
"Cell1215","Cell1215","Batch1","Group3",65843.2790930701
"Cell1216","Cell1216","Batch1","Group4",53993.2011206045
"Cell1217","Cell1217","Batch1","Group1",68916.8440906281
"Cell1218","Cell1218","Batch1","Group1",63373.688321648
"Cell1219","Cell1219","Batch1","Group2",51977.8196237837
"Cell1220","Cell1220","Batch1","Group4",61076.2225298406
"Cell1221","Cell1221","Batch1","Group2",63083.7320029221
"Cell1222","Cell1222","Batch1","Group4",51857.1181328614
"Cell1223","Cell1223","Batch1","Group2",85611.0672828667
"Cell1224","Cell1224","Batch1","Group5",75200.5357472879
"Cell1225","Cell1225","Batch1","Group1",56647.262352071
"Cell1226","Cell1226","Batch1","Group3",65535.808352448
"Cell1227","Cell1227","Batch1","Group2",80688.921812132
"Cell1228","Cell1228","Batch1","Group2",59478.9819492679
"Cell1229","Cell1229","Batch1","Group3",59314.492321373
"Cell1230","Cell1230","Batch1","Group1",40825.9516809498
"Cell1231","Cell1231","Batch1","Group4",59717.1615545936
"Cell1232","Cell1232","Batch1","Group3",60590.2738624665
"Cell1233","Cell1233","Batch1","Group3",47571.3786113832
"Cell1234","Cell1234","Batch1","Group3",59927.8210741113
"Cell1235","Cell1235","Batch1","Group2",50174.9647800366
"Cell1236","Cell1236","Batch1","Group2",68473.987974466
"Cell1237","Cell1237","Batch1","Group1",59932.7839336716
"Cell1238","Cell1238","Batch1","Group4",57744.5567548246
"Cell1239","Cell1239","Batch1","Group4",64652.1011960454
"Cell1240","Cell1240","Batch1","Group4",49485.7380867349
"Cell1241","Cell1241","Batch1","Group5",55636.3331308258
"Cell1242","Cell1242","Batch1","Group3",63763.8786069965
"Cell1243","Cell1243","Batch1","Group4",51955.8556198112
"Cell1244","Cell1244","Batch1","Group2",65244.257582975
"Cell1245","Cell1245","Batch1","Group3",51736.9237164598
"Cell1246","Cell1246","Batch1","Group1",60195.4582410835
"Cell1247","Cell1247","Batch1","Group4",67037.3186512239
"Cell1248","Cell1248","Batch1","Group1",46128.4483731066
"Cell1249","Cell1249","Batch1","Group5",67405.6062204179
"Cell1250","Cell1250","Batch1","Group5",73924.1572529423
"Cell1251","Cell1251","Batch1","Group2",57189.1408138543
"Cell1252","Cell1252","Batch1","Group2",51007.3114582936
"Cell1253","Cell1253","Batch1","Group2",53832.4401256734
"Cell1254","Cell1254","Batch1","Group5",66636.2928882657
"Cell1255","Cell1255","Batch1","Group1",53456.2177152124
"Cell1256","Cell1256","Batch1","Group4",37270.395010204
"Cell1257","Cell1257","Batch1","Group2",83427.0301580502
"Cell1258","Cell1258","Batch1","Group3",87074.5087457526
"Cell1259","Cell1259","Batch1","Group4",38367.4669870216
"Cell1260","Cell1260","Batch1","Group1",45695.2865909733
"Cell1261","Cell1261","Batch1","Group2",52195.6474967893
"Cell1262","Cell1262","Batch1","Group2",70295.3485843303
"Cell1263","Cell1263","Batch1","Group5",67278.4010931
"Cell1264","Cell1264","Batch1","Group3",43307.0226582809
"Cell1265","Cell1265","Batch1","Group5",54924.9660551665
"Cell1266","Cell1266","Batch1","Group3",73102.7245378674
"Cell1267","Cell1267","Batch1","Group3",61983.3033203477
"Cell1268","Cell1268","Batch1","Group4",63977.979427358
"Cell1269","Cell1269","Batch1","Group1",62136.8652498878
"Cell1270","Cell1270","Batch1","Group2",83684.9725572359
"Cell1271","Cell1271","Batch1","Group3",56287.1219821429
"Cell1272","Cell1272","Batch1","Group3",89549.6513851504
"Cell1273","Cell1273","Batch1","Group3",49097.2515849142
"Cell1274","Cell1274","Batch1","Group5",44147.1812422442
"Cell1275","Cell1275","Batch1","Group1",52689.0039494435
"Cell1276","Cell1276","Batch1","Group5",50942.0777872928
"Cell1277","Cell1277","Batch1","Group5",54915.6673171952
"Cell1278","Cell1278","Batch1","Group2",57017.5290663777
"Cell1279","Cell1279","Batch1","Group1",45306.9127456198
"Cell1280","Cell1280","Batch1","Group5",52458.2999069969
"Cell1281","Cell1281","Batch1","Group1",100733.618607337
"Cell1282","Cell1282","Batch1","Group2",68018.8395297644
"Cell1283","Cell1283","Batch1","Group4",57077.1684768597
"Cell1284","Cell1284","Batch1","Group3",91956.3251651896
"Cell1285","Cell1285","Batch1","Group5",73573.0573888467
"Cell1286","Cell1286","Batch1","Group5",75154.0071394288
"Cell1287","Cell1287","Batch1","Group3",59747.2160698289
"Cell1288","Cell1288","Batch1","Group3",61185.7557224
"Cell1289","Cell1289","Batch1","Group5",74697.0983142143
"Cell1290","Cell1290","Batch1","Group4",50003.8942740088
"Cell1291","Cell1291","Batch1","Group3",56341.7757676105
"Cell1292","Cell1292","Batch1","Group2",62697.9070642595
"Cell1293","Cell1293","Batch1","Group1",57143.3199243514
"Cell1294","Cell1294","Batch1","Group1",62628.6813546769
"Cell1295","Cell1295","Batch1","Group4",81642.8224346994
"Cell1296","Cell1296","Batch1","Group2",85792.261644206
"Cell1297","Cell1297","Batch1","Group4",50283.218012827
"Cell1298","Cell1298","Batch1","Group3",60673.4565561127
"Cell1299","Cell1299","Batch1","Group4",53260.3168170681
"Cell1300","Cell1300","Batch1","Group3",60976.57268159
"Cell1301","Cell1301","Batch1","Group2",57880.5366364158
"Cell1302","Cell1302","Batch1","Group4",71386.9463102508
"Cell1303","Cell1303","Batch1","Group2",61548.6047634033
"Cell1304","Cell1304","Batch1","Group3",66363.1219301704
"Cell1305","Cell1305","Batch1","Group1",64790.6669230271
"Cell1306","Cell1306","Batch1","Group1",43611.9978647643
"Cell1307","Cell1307","Batch1","Group5",67355.1450201441
"Cell1308","Cell1308","Batch1","Group2",61801.7556010727
"Cell1309","Cell1309","Batch1","Group4",53872.1646482952
"Cell1310","Cell1310","Batch1","Group5",43558.9834016223
"Cell1311","Cell1311","Batch1","Group4",50763.1200732259
"Cell1312","Cell1312","Batch1","Group2",48794.6653489072
"Cell1313","Cell1313","Batch1","Group4",76282.8931517531
"Cell1314","Cell1314","Batch1","Group4",69552.4992913234
"Cell1315","Cell1315","Batch1","Group5",70084.7392708448
"Cell1316","Cell1316","Batch1","Group5",62153.0472616247
"Cell1317","Cell1317","Batch1","Group5",56849.1628017894
"Cell1318","Cell1318","Batch1","Group2",51555.9207416372
"Cell1319","Cell1319","Batch1","Group2",56729.7645651476
"Cell1320","Cell1320","Batch1","Group5",82313.324472311
"Cell1321","Cell1321","Batch1","Group4",64853.7290768137
"Cell1322","Cell1322","Batch1","Group5",57708.4133700293
"Cell1323","Cell1323","Batch1","Group2",57663.6986727186
"Cell1324","Cell1324","Batch1","Group1",59441.3886661648
"Cell1325","Cell1325","Batch1","Group3",77938.2456103142
"Cell1326","Cell1326","Batch1","Group2",55596.7338290994
"Cell1327","Cell1327","Batch1","Group5",51388.5471641573
"Cell1328","Cell1328","Batch1","Group2",62459.4164553368
"Cell1329","Cell1329","Batch1","Group2",64708.4948504945
"Cell1330","Cell1330","Batch1","Group2",72433.7697823177
"Cell1331","Cell1331","Batch1","Group1",51436.4460115399
"Cell1332","Cell1332","Batch1","Group3",65414.9114181568
"Cell1333","Cell1333","Batch1","Group1",58413.3756937918
"Cell1334","Cell1334","Batch1","Group2",51965.8805100773
"Cell1335","Cell1335","Batch1","Group4",48159.7699177682
"Cell1336","Cell1336","Batch1","Group5",44993.7846264826
"Cell1337","Cell1337","Batch1","Group5",59827.9660329332
"Cell1338","Cell1338","Batch1","Group4",52004.6620771376
"Cell1339","Cell1339","Batch1","Group1",56472.9266156614
"Cell1340","Cell1340","Batch1","Group1",54218.9676883122
"Cell1341","Cell1341","Batch1","Group3",90514.4587869415
"Cell1342","Cell1342","Batch1","Group2",83436.0790278718
"Cell1343","Cell1343","Batch1","Group2",52070.5997280869
"Cell1344","Cell1344","Batch1","Group1",90953.3739416315
"Cell1345","Cell1345","Batch1","Group2",48541.4029211204
"Cell1346","Cell1346","Batch1","Group3",76727.6869473881
"Cell1347","Cell1347","Batch1","Group2",63713.7570032764
"Cell1348","Cell1348","Batch1","Group2",52761.2008664247
"Cell1349","Cell1349","Batch1","Group3",50366.0316408331
"Cell1350","Cell1350","Batch1","Group5",72536.809633982
"Cell1351","Cell1351","Batch1","Group5",72586.3690776228
"Cell1352","Cell1352","Batch1","Group2",49489.7705075888
"Cell1353","Cell1353","Batch1","Group2",70269.8178285993
"Cell1354","Cell1354","Batch1","Group2",70304.304308108
"Cell1355","Cell1355","Batch1","Group3",51317.5018605013
"Cell1356","Cell1356","Batch1","Group3",38877.0711724499
"Cell1357","Cell1357","Batch1","Group4",58116.6712568943
"Cell1358","Cell1358","Batch1","Group4",55425.4336391731
"Cell1359","Cell1359","Batch1","Group2",53886.6082685697
"Cell1360","Cell1360","Batch1","Group2",80266.9887795888
"Cell1361","Cell1361","Batch1","Group1",60302.4677055107
"Cell1362","Cell1362","Batch1","Group1",65629.670860001
"Cell1363","Cell1363","Batch1","Group1",60476.3868400912
"Cell1364","Cell1364","Batch1","Group2",80480.0538634861
"Cell1365","Cell1365","Batch1","Group2",68542.0383712431
"Cell1366","Cell1366","Batch1","Group4",67470.2612844658
"Cell1367","Cell1367","Batch1","Group3",44613.4234437692
"Cell1368","Cell1368","Batch1","Group4",64260.192386434
"Cell1369","Cell1369","Batch1","Group3",70652.1412446088
"Cell1370","Cell1370","Batch1","Group2",59081.5622050902
"Cell1371","Cell1371","Batch1","Group4",93911.625745351
"Cell1372","Cell1372","Batch1","Group3",66957.5606288095
"Cell1373","Cell1373","Batch1","Group2",48979.9893517088
"Cell1374","Cell1374","Batch1","Group3",71681.0500431773
"Cell1375","Cell1375","Batch1","Group3",61719.8290817444
"Cell1376","Cell1376","Batch1","Group1",56372.5945768058
"Cell1377","Cell1377","Batch1","Group5",60490.2856442655
"Cell1378","Cell1378","Batch1","Group1",63469.2785220965
"Cell1379","Cell1379","Batch1","Group1",62878.3452731775
"Cell1380","Cell1380","Batch1","Group2",60872.9380445852
"Cell1381","Cell1381","Batch1","Group4",59392.4358223757
"Cell1382","Cell1382","Batch1","Group1",69656.9136662159
"Cell1383","Cell1383","Batch1","Group5",84466.2128834951
"Cell1384","Cell1384","Batch1","Group4",57223.3486816248
"Cell1385","Cell1385","Batch1","Group3",61200.1415916646
"Cell1386","Cell1386","Batch1","Group2",66679.2061417381
"Cell1387","Cell1387","Batch1","Group3",60806.4702280601
"Cell1388","Cell1388","Batch1","Group3",54591.8106962943
"Cell1389","Cell1389","Batch1","Group1",69786.7241315282
"Cell1390","Cell1390","Batch1","Group5",83614.79475885
"Cell1391","Cell1391","Batch1","Group4",71811.3908306093
"Cell1392","Cell1392","Batch1","Group4",66854.471923247
"Cell1393","Cell1393","Batch1","Group3",46814.652871954
"Cell1394","Cell1394","Batch1","Group2",57756.330157265
"Cell1395","Cell1395","Batch1","Group1",45383.042083467
"Cell1396","Cell1396","Batch1","Group5",60617.3337199959
"Cell1397","Cell1397","Batch1","Group3",47148.7519471438
"Cell1398","Cell1398","Batch1","Group5",76375.4519171457
"Cell1399","Cell1399","Batch1","Group1",65265.0374013836
"Cell1400","Cell1400","Batch1","Group3",54647.776551777
"Cell1401","Cell1401","Batch1","Group5",78552.3156094316
"Cell1402","Cell1402","Batch1","Group3",56138.3811588636
"Cell1403","Cell1403","Batch1","Group5",47987.1189342474
"Cell1404","Cell1404","Batch1","Group1",60333.6304963949
"Cell1405","Cell1405","Batch1","Group3",69477.3272450402
"Cell1406","Cell1406","Batch1","Group4",45106.9220936775
"Cell1407","Cell1407","Batch1","Group1",50756.0959052924
"Cell1408","Cell1408","Batch1","Group4",74782.478105338
"Cell1409","Cell1409","Batch1","Group2",53443.0345837813
"Cell1410","Cell1410","Batch1","Group2",82536.716108658
"Cell1411","Cell1411","Batch1","Group2",71890.3581798743
"Cell1412","Cell1412","Batch1","Group2",63398.6653126046
"Cell1413","Cell1413","Batch1","Group4",55684.0736235615
"Cell1414","Cell1414","Batch1","Group2",50813.1062964191
"Cell1415","Cell1415","Batch1","Group4",61462.0864279145
"Cell1416","Cell1416","Batch1","Group3",62499.6360395096
"Cell1417","Cell1417","Batch1","Group4",66039.3135697055
"Cell1418","Cell1418","Batch1","Group1",66459.3423627748
"Cell1419","Cell1419","Batch1","Group3",74695.4911138336
"Cell1420","Cell1420","Batch1","Group1",66278.4545165007
"Cell1421","Cell1421","Batch1","Group3",46804.2840043606
"Cell1422","Cell1422","Batch1","Group1",53146.8213381783
"Cell1423","Cell1423","Batch1","Group5",74175.3315028233
"Cell1424","Cell1424","Batch1","Group1",52613.0183094431
"Cell1425","Cell1425","Batch1","Group3",69150.6263899878
"Cell1426","Cell1426","Batch1","Group4",56006.2379390618
"Cell1427","Cell1427","Batch1","Group2",77422.2621606174
"Cell1428","Cell1428","Batch1","Group2",58626.271778756
"Cell1429","Cell1429","Batch1","Group4",58513.8181967858
"Cell1430","Cell1430","Batch1","Group3",55057.8751847198
"Cell1431","Cell1431","Batch1","Group1",46527.0940924046
"Cell1432","Cell1432","Batch1","Group2",60904.0837074339
"Cell1433","Cell1433","Batch1","Group1",61170.6571493938
"Cell1434","Cell1434","Batch1","Group3",89202.7385926492
"Cell1435","Cell1435","Batch1","Group3",45726.3557925675
"Cell1436","Cell1436","Batch1","Group1",52131.1697146997
"Cell1437","Cell1437","Batch1","Group4",32618.3895881174
"Cell1438","Cell1438","Batch1","Group4",77878.3978063195
"Cell1439","Cell1439","Batch1","Group1",64277.0707896003
"Cell1440","Cell1440","Batch1","Group1",65898.004525848
"Cell1441","Cell1441","Batch1","Group3",83198.7650952073
"Cell1442","Cell1442","Batch1","Group5",69706.4902762039
"Cell1443","Cell1443","Batch1","Group4",69876.3572839054
"Cell1444","Cell1444","Batch1","Group3",56153.2316390924
"Cell1445","Cell1445","Batch1","Group5",73862.6371692654
"Cell1446","Cell1446","Batch1","Group1",50590.7016068283
"Cell1447","Cell1447","Batch1","Group3",60494.0180423147
"Cell1448","Cell1448","Batch1","Group4",81486.3405908948
"Cell1449","Cell1449","Batch1","Group3",74365.9059367754
"Cell1450","Cell1450","Batch1","Group2",33784.5529468828
"Cell1451","Cell1451","Batch1","Group5",57562.0597784429
"Cell1452","Cell1452","Batch1","Group4",71070.4554034757
"Cell1453","Cell1453","Batch1","Group3",53047.216414957
"Cell1454","Cell1454","Batch1","Group2",62355.3771090005
"Cell1455","Cell1455","Batch1","Group5",67981.5630077687
"Cell1456","Cell1456","Batch1","Group1",64400.0036308624
"Cell1457","Cell1457","Batch1","Group2",59524.9843564862
"Cell1458","Cell1458","Batch1","Group5",48788.8349542137
"Cell1459","Cell1459","Batch1","Group2",63539.1883331909
"Cell1460","Cell1460","Batch1","Group3",49151.2257795166
"Cell1461","Cell1461","Batch1","Group5",51590.4993377359
"Cell1462","Cell1462","Batch1","Group3",70954.5410398709
"Cell1463","Cell1463","Batch1","Group4",70399.8663790056
"Cell1464","Cell1464","Batch1","Group1",61081.5975113352
"Cell1465","Cell1465","Batch1","Group3",68709.1536635087
"Cell1466","Cell1466","Batch1","Group2",59845.3654535387
"Cell1467","Cell1467","Batch1","Group3",55716.8594971109
